target_timestamp, QP_A, QP_B, QP_C, Target_Packet_Size, Real_Packet_Size
11620558091659,-7,0,8,53333.3, 7477, 0, 0
11620622962336,-7,0,8,53333.3, 10220, 0, 0
11620636825200,-7,0,8,53333.3, 7477, 0, 0
11620650776711,-7,0,8,53333.3, 7477, 0, 0
11620664637909,-7,0,8,53333.3, 7477, 0, 0
11620678587180,-7,0,8,72817.8, 163, 0, 0
11620732173882,-7,0,8,72817.8, 10222, 0, 0
11620741392268,-7,0,8,72817.8, 9822, 0, 0
11620767819878,-7,0,8,72817.8, 1009, 0, 0
11620784491544,-7,0,8,72817.8, 10330, 0, 0
11620799704705,-7,0,8,72817.8, 10516, 0, 0
11620814592452,-7,0,8,72817.8, 6076, 0, 0
11620828466306,-7,0,8,72817.8, 6731, 0, 0
11620843128101,-7,0,8,72817.8, 10726, 0, 0
11620857660173,-7,0,8,72817.8, 8076, 0, 0
11620872049203,-7,0,8,72817.8, 10774, 0, 0
11620886309906,-7,0,8,72817.8, 10249, 0, 0
11620900541684,-7,0,8,72817.8, 10360, 0, 0
11620914743089,-7,0,8,72817.8, 2653, 0, 0
11620928839636,-7,0,8,72817.8, 11201, 0, 0
11620943001483,-7,0,8,72817.8, 10731, 0, 0
11620957079002,-7,0,8,72817.8, 10843, 0, 0
11620971261000,-7,0,8,72817.8, 10411, 0, 0
11620985209295,-7,0,8,72817.8, 12378, 0, 0
11620999280285,-7.1,0,8,72817.8, 7415, 0, 0
11621013261151,-7.2,0,8,72817.8, 2624, 0, 0
11621027323182,-7.3,0,8,72817.8, 12491, 0, 0
11621041305708,-7.4,0,8,72817.8, 10488, 0, 0
11621055261979,-7.5,0,8,72817.8, 12136, 0, 0
11621069288058,-7.6,0,8,72817.8, 12216, 0, 0
11621083258114,-7.7,0,8,72817.8, 13502, 0, 0
11621097188817,-7.8,0,8,72817.8, 12621, 0, 0
11621111195093,-7.9,0,8,72817.8, 8236, 0, 0
11621125107869,-8,0,8,72817.8, 13611, 0, 0
11621139060810,-8.1,0,8,72817.8, 14942, 0, 0
11621153022990,-8.2,0,8,72817.8, 16600, 0, 0
11621166936881,-8.3,0,8,72817.8, 17061, 0, 0
11621180907903,-8.4,0,8,72817.8, 18299, 0, 0
11621194875473,-8.5,0,8,72817.8, 12866, 0, 0
11621208879297,-8.6,0,8,72817.8, 19997, 0, 0
11621222691001,-8.7,0,8,72817.8, 18803, 0, 0
11621236622560,-8.8,0,8,72817.8, 16847, 0, 0
11621250584078,-8.9,0,8,72817.8, 20295, 0, 0
11621264499043,-9,0,8,72817.8, 18029, 0, 0
11621278371001,-9.1,0,8,72817.8, 24556, 0, 0
11621292331136,-9.2,0,8,72817.8, 23225, 0, 0
11621306237608,-9.3,0,8,72817.8, 20347, 0, 0
11621320172576,-9.4,0,8,72817.8, 21506, 0, 0
11621334059403,-9.5,0,8,72817.8, 22526, 0, 0
11621347960488,-9.60001,0,8,72817.8, 29310, 0, 0
11621361920354,-9.70001,0,8,72817.8, 24277, 0, 0
11621375759592,-9.80001,0,8,72817.8, 27333, 0, 0
11621389740118,-9.90001,0,8,72817.8, 29657, 0, 0
11621403652930,-10,0,8,72817.8, 25718, 0, 0
11621417547927,-10.1,0,8,72817.8, 29374, 0, 0
11621431534291,-10.2,0,8,72817.8, 32372, 0, 0
11621445392031,-10.3,0,8,72817.8, 32554, 0, 0
11621459392629,-10.4,0,8,72817.8, 27269, 0, 0
11621473200575,-10.5,0,8,72817.8, 33371, 0, 0
11621487129214,-10.6,0,8,72817.8, 32737, 0, 0
11621501008564,-10.7,0,8,72817.8, 26828, 0, 0
11621514938729,-10.8,0,8,72817.8, 34744, 0, 0
11621528837025,-10.9,0,8,72817.8, 31934, 0, 0
11621542793793,-11,0,8,72817.8, 37237, 0, 0
11621556641158,-11.1,0,8,72817.8, 30979, 0, 0
11621565890320,-11.2,0,8,72817.8, 36069, 0, 0
11621584491013,-11.3,0,8,72817.8, 25255, 0, 0
11621598330526,-11.4,0,8,72817.8, 41079, 0, 0
11621612345706,-11.5,0,8,72817.8, 17538, 0, 0
11621616996851,-11.6,0,8,72817.8, 28090, 0, 0
11621616996851,-11.7,0,8,72817.8, 25144, 0, 0
11621616996851,-11.8,0,8,72817.8, 3382, 0, 0
11621667898530,-11.9,0,8,72817.8, 15499, 0, 0
11621681768738,-12,0,8,72817.8, 11821, 0, 0
11621696284310,-12.1,0,8,72817.8, 10552, 0, 0
11621711067416,-12.2,0,8,72817.8, 10854, 0, 0
11621725777231,-12.3,0,8,72817.8, 10054, 0, 0
11621740747799,-12.4,0,8,72817.8, 8139, 0, 0
11621755228449,-12.5,0,8,72817.8, 10686, 0, 0
11621769446806,-12.6,0,8,72817.8, 9843, 0, 0
11621783495281,-12.7,0,8,72817.8, 10652, 0, 0
11621797347893,-12.8,0,8,72817.8, 11087, 0, 0
11621810959000,-12.9,0,8,72817.8, 11588, 0, 0
11621824621132,-13,0,8,72817.8, 12434, 0, 0
11621838337690,-13.1,0,8,72817.8, 13062, 0, 0
11621851965598,-13.2,0,8,72817.8, 12299, 0, 0
11621865682957,-13.3,0,8,72817.8, 15729, 0, 0
11621879377042,-13.4,0,8,72817.8, 15358, 0, 0
11621893045787,-13.5,0,8,72817.8, 14396, 0, 0
11621906719447,-13.6,0,8,72817.8, 16107, 0, 0
11621920608591,-13.7,0,8,72817.8, 16455, 0, 0
11621934140313,-13.8,0,8,72817.8, 16463, 0, 0
11621943192641,-13.9,0,8,72817.8, 12201, 0, 0
11621961562771,-14,0,8,72817.8, 12674, 0, 0
11621975311897,-14,-0.1,8,72817.8, 11487, 0, 0
11621989029504,-14,-0.2,8,72817.8, 13862, 0, 0
11622002766766,-14,-0.3,8,72817.8, 12929, 0, 0
11622016442430,-14,-0.4,8,72817.8, 12173, 0, 0
11622030171662,-14,-0.5,8,72817.8, 11623, 0, 0
11622043997449,-14,-0.6,8,72817.8, 10133, 0, 0
11622057636193,-14,-0.7,8,72817.8, 11629, 0, 0
11622071404399,-14,-0.8,8,72817.8, 11277, 0, 0
11622085122991,-14,-0.9,8,72817.8, 13649, 0, 0
11622098854036,-14,-1,8,72817.8, 13548, 0, 0
11622112638642,-14,-1.1,8,72817.8, 11794, 0, 0
11622126435722,-14,-1.2,8,72817.8, 10871, 0, 0
11622140146012,-14,-1.3,8,72817.8, 11029, 0, 0
11622154157769,-14,-1.4,8,72817.8, 10817, 0, 0
11622167982662,-14,-1.5,8,72817.8, 11012, 0, 0
11622182191219,-14,-1.6,8,72817.8, 11365, 0, 0
11622195738852,-14,-1.7,8,72817.8, 11207, 0, 0
11622209714461,-14,-1.8,8,72817.8, 10421, 0, 0
11622223521509,-14,-1.9,8,72817.8, 10514, 0, 0
11622237471335,-14,-2,8,72817.8, 11373, 0, 0
11622252592220,-14,-2.1,8,72817.8, 12167, 0, 0
11622265363210,-14,-2.2,8,72817.8, 13363, 0, 0
11622279224412,-14,-2.3,8,72817.8, 12480, 0, 0
11622292966351,-14,-2.4,8,72817.8, 11807, 0, 0
11622306841322,-14,-2.5,8,72817.8, 11133, 0, 0
11622311543675,-14,-2.6,8,72817.8, 12169, 0, 0
11622334625441,-14,-2.7,8,72817.8, 12700, 0, 0
11622348533662,-14,-2.8,8,72817.8, 11731, 0, 0
11622362499140,-14,-2.9,8,72817.8, 11782, 0, 0
11622376388128,-14,-3,8,72817.8, 11482, 0, 0
11622385640476,-14,-3.1,8,72817.8, 12225, 0, 0
11622404194603,-14,-3.2,8,72817.8, 12136, 0, 0
11622418054730,-14,-3.3,8,72817.8, 10914, 0, 0
11622432096409,-14,-3.4,8,72817.8, 11545, 0, 0
11622445904127,-14,-3.5,8,72817.8, 11366, 0, 0
11622459798458,-14,-3.6,8,72817.8, 12752, 0, 0
11622473736548,-14,-3.7,8,72817.8, 15035, 0, 0
11622487584947,-14,-3.8,8,72817.8, 13285, 0, 0
11622501481327,-14,-3.9,8,72817.8, 12914, 0, 0
11622515420749,-14,-4,8,72817.8, 12704, 0, 0
11622529313571,-14,-4.1,8,72817.8, 15217, 0, 0
11622543191824,-14,-4.2,8,72817.8, 15777, 0, 0
11622557033577,-14,-4.3,8,72817.8, 13844, 0, 0
11622570978772,-14,-4.4,8,72817.8, 15460, 0, 0
11622584869312,-14,-4.5,8,72817.8, 14759, 0, 0
11622598744399,-14,-4.6,8,72817.8, 15132, 0, 0
11622612616853,-14,-4.7,8,72817.8, 13803, 0, 0
11622617333931,-14,-4.8,8,72817.8, 14793, 0, 0
11622617333931,-14,-4.9,8,72817.8, 959, 0, 0
11622617333931,-14,-5,8,72817.8, 99, 0, 0
11622668145541,-14,-5.1,8,72817.8, 28813, 0, 0
11622682262400,-14,-5.2,8,72817.8, 23136, 0, 0
11622696350936,-14,-5.3,8,72817.8, 20059, 0, 0
11622710791489,-14,-5.4,8,72817.8, 20145, 0, 0
11622724642947,-14,-5.5,8,72817.8, 20720, 0, 0
11622738591393,-14,-5.6,8,72817.8, 20807, 0, 0
11622752616334,-14,-5.7,8,72817.8, 19866, 0, 0
11622766599722,-14,-5.8,8,72817.8, 21383, 0, 0
11622780577265,-14,-5.9,8,72817.8, 20739, 0, 0
11622794562713,-14,-6,8,72817.8, 16014, 0, 0
11622808536043,-14,-6.1,8,72817.8, 22569, 0, 0
11622822503011,-14,-6.2,8,72817.8, 20348, 0, 0
11622836546623,-14,-6.3,8,72817.8, 18478, 0, 0
11622850536854,-14,-6.4,8,72817.8, 20306, 0, 0
11622865514222,-14,-6.5,8,72817.8, 22132, 0, 0
11622878445991,-14,-6.6,8,72817.8, 21877, 0, 0
11622892218352,-14,-6.7,8,72817.8, 21540, 0, 0
11622906066878,-14,-6.8,8,72817.8, 22000, 0, 0
