interval_frameComposited_VideoEncoded,interval_VideoReceivedByClient_VideoDecoded,interval_network,(client_stats.video_decoder_queue.as_secs_f32()*1000.).to_string(),(client_stats.rendering.as_secs_f32()*1000.).to_string(),(client_stats.vsync_queue.as_secs_f32()*1000.).to_string(),interval_total_pipeline,target_bitrate,plr,bitrate_statistics,total_packets_send,average_packet_size,shard_loss_rate,client_stats.bytes_count.to_string(),frame_send_timestamp,first_packet_arrive,last_packet_arrive,frame_arrive_timestamp,total_size_for_this_frame,total_packets_for_this_frame,timestamp_delta_string,arrival_time_delta_ms_string,packet_size_delta_string,network_estimate,threshold_c,m_trend,target_bitrate_bps_inrtc,current_state,next_state,bitrate_pass_to_webrtc,difference.to_string(),last_decrease,link_lower,link_upper,link_has_estimate,link_estimate,link_devia,test_thr,input_thr,bitrate_estimate_rtc.to_string(),gradient_c.to_string(),delta.to_string(),self.state.to_string(),frame.target_timestamp.as_nanos().to_string(),client_stats.flag_debug.to_string(),client_stats.is_idr.to_string(),AIMD_MANGER.lock().normalize_delta.to_string(),experiment_target_timestamp
7.9928,6.219427,6.696091,1.702865,0.94203097,30.489676,59.216286,40,,33.362736,32,65161,0,48866,1723190692315920,1712552977597762,1712552977600087,1712552977600459,48866,1,14.176,12.056000000000001,0,normal,6,-1.067769030062183,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,189321128.5988279,189321128.5988279,1.4784955420953303,23951.77777777778,2,11627230025430,0,false,0.6578552246093751,20240809_160452
8.4965,6.924844,13.895412,0.018489,0.984792,22.61472,59.38316,40,,,,,0,52304,1723190692330059,1712552977618638,1712552977623037,1712552977623159,52304,1,14.139000000000001,20.876,0,normal,6,-0.8155456052859336,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,153878779.57719553,153878779.57719553,1.6054615082713204,20513.77777777778,2,11627243882069,0,false,0.563427734375,20240809_160452
8.8079,6.009688,7.893447,0.016718999,0.949166,29.479147,59.424667,40,,,,,0,57375,1723190692344286,1712552977628634,1712552977631020,1712552977631139,57375,1,14.227,9.996,0,normal,6,-0.6276618889025929,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,156665976.65167743,156665976.65167743,1.7166745814837512,15442.777777777781,2,11627257760784,0,false,0.42414855957031256,20240809_160452
8.2528,6.738386,7.9162326,0.018437,0.861615,30.116535,59.438305,40,,,,,0,59879,1723190692357719,1712552977643406,1712552977643636,1712552977643743,59879,1,13.433,14.772,0,normal,6,-0.46546424000218867,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,156665976.65167743,156665976.65167743,1.8149107218915164,12938.777777777781,2,11627271629195,0,false,0.3553741455078126,20240809_160452
8.3842,6.868854,5.118489,0.028541999,0.85890603,31.912655,59.362446,40,,,,,0,53586,1723190692371480,1712552977655280,1712552977655652,1712552977655699,53586,1,13.761000000000001,11.874,0,normal,6,-0.24885132318325476,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,156665976.65167743,156665976.65167743,1.9012175383603866,19231.77777777778,2,11627285541125,0,false,0.5282165527343751,20240809_160452
8.3303,5.679583,11.011887,0.057917003,1.306093,27.040539,63.87002,40,,,,,0,45926,1723190692385445,1712552977667553,1712552977675105,1712552977675181,45926,1,13.965,12.273,0,normal,6,-0.11472653177695682,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,146448992.58961022,146448992.58961022,1.978594984263503,26891.77777777778,2,11627294883471,0,false,0.7386047363281251,20240809_160452
8.205199,6.056458,10.520079,0.016874999,0.943489,27.96391,59.33141,40,,,,,0,55356,1723190692399223,1712552977681600,1712552977687979,1712552977688166,55356,1,13.778,14.047,0,normal,6,-0.05881475530722626,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,125898592.0088859,125898592.0088859,2.050072039270219,17461.77777777778,2,11627313240802,0,false,0.47960205078125007,20240809_160452
8.889,5.9243746,8.94929,0.021718001,0.869532,31.751354,59.185463,40,,,,,0,51878,1723190692413652,1712552977695856,1712552977698341,1712552977698466,51878,1,14.429,14.256,0,normal,6,0.00037551713760575363,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,139811736.72333714,139811736.72333714,2.113987536991112,20939.77777777778,2,11627327140100,0,false,0.5751281738281251,20240809_160452
8.6545,6.728541,14.213667,0.024375001,0.844271,23.567392,59.433743,40,0,,,,0,48604,1723190692427097,1712552977711355,1712552977719651,1712552977719761,48604,1,13.445,15.499,0,normal,6,0.06454271019813983,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,127801792.63558406,127801792.63558406,2.177212094967935,24213.77777777778,2,11627341083789,0,false,0.66505126953125,20240809_160452
8.0153,6.6522403,7.092629,0.012812,0.907865,30.674839,59.45099,40,,,,,0,51261,1723190692440962,1712552977724684,1712552977726478,1712552977726565,51261,1,13.865,13.329,0,normal,6,0.09433616498987511,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,144487011.95727363,144487011.95727363,2.2382242455710073,21556.77777777778,2,11627354945706,0,false,0.5920745849609376,20240809_160452
8.4505,6.611823,6.06142,0.037657,0.95927,31.787064,59.498833,40,,,,,0,51287,1723190692454752,1712552977736522,1712552977739237,1712552977739303,51287,1,13.790000000000001,11.838000000000001,0,normal,6,0.11621389827879541,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,140078771.90412515,140078771.90412515,2.299621885483799,21530.77777777778,2,11627368820403,0,false,0.5913604736328125,20240809_160452
8.497,5.317864,6.607461,0.21817699,1.079167,33.57072,59.31119,40,,,,,0,49912,1723190692468621,1712552977750985,1712552977752347,1712552977752404,49912,1,13.869,14.463000000000001,0,normal,6,0.06693846823538885,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,152589625.4036959,152589625.4036959,2.3614054889687637,22905.77777777778,2,11627382796198,0,false,0.6291259765625,20240809_160452
8.1799,6.17651,5.23263,0.023177,0.772448,32.944267,59.479633,40,,,,,0,47839,1723190692482595,1712552977766116,1712552977766469,1712552977766562,47839,1,13.974,15.131,0,normal,6,0.03607782857510523,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,152589625.4036959,152589625.4036959,2.426695401280691,24978.77777777778,2,11627396628049,0,false,0.6860626220703125,20240809_160452
8.473499,6.359063,4.571181,0.017344,0.824218,32.60485,59.488754,40,,,,,0,52752,1723190692496915,1712552977778707,1712552977780502,1712552977780562,52752,1,14.32,12.591000000000001,0,normal,6,-0.056412358989470224,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,174470496.6234983,174470496.6234983,2.493650007185842,20065.77777777778,2,11627410512090,0,false,0.551123046875,20240809_160452
8.5513,5.5568233,9.861406,0.018229,0.90104204,29.059097,59.509094,40,,,,,0,49325,1723190692510292,1712552977797948,1712552977798668,1712552977798720,49325,1,13.377,19.241,0,normal,6,-0.079619272487874,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,188143024.81434363,188143024.81434363,2.564486864015924,23492.77777777778,2,11627424370178,0,false,0.6452484130859376,20240809_160452
8.518001,5.519948,9.184204,0.018437,0.944323,29.889261,59.389576,40,,,,,0,50905,1723190692524266,1712552977810440,1712552977811709,1712552977811773,50905,1,13.974,12.492,0,normal,6,-0.08441118583023026,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,209605344.3969956,209605344.3969956,2.6392581085101194,21912.77777777778,2,11627438300920,0,false,0.6018524169921876,20240809_160452
8.3199005,5.688906,7.976733,0.069948,0.85249996,31.594336,59.44652,40,,,,,0,49970,1723190692538016,1712552977819844,1712552977823749,1712552977823828,49970,1,13.75,9.404,0,normal,6,-0.13964236441580982,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,164674651.5759045,164674651.5759045,2.717055651476136,22847.77777777778,2,11627452149617,0,false,0.6275329589843751,20240809_160452
8.3758,7.42026,5.802967,0.02,1.015886,31.657352,59.067665,40,,,,,0,51125,1723190692552148,1712552977834299,1712552977835707,1712552977835809,51125,1,14.132,14.455,0,normal,6,-0.1760516357665052,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,180644318.43523744,180644318.43523744,2.7525828060757807,21692.77777777778,2,11627466162518,0,false,0.5958099365234376,20240809_160452
8.1407995,5.375729,6.630641,0.327292,1.010573,31.446808,59.428944,40,,,,,0,51002,1723190692566104,1712552977850793,1712552977851599,1712552977851650,51002,1,13.956,16.494,0,normal,6,-0.22154306337229346,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,205264917.5020511,205264917.5020511,2.7850826116288836,21815.77777777778,2,11627479965938,0,false,0.599188232421875,20240809_160452
8.819,5.8708854,6.921329,1.246823,0.98791695,30.86114,59.517494,40,,,,,0,53582,1723190692580079,1712552977861879,1712552977864598,1712552977864732,53582,1,13.975,11.086,0,normal,6,-0.3053509627258105,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,161927686.17147967,161927686.17147967,2.8177388869002047,19235.77777777778,2,11627493813629,0,false,0.528326416015625,20240809_160452
8.6001,5.805729,7.750831,0.023646,0.84906197,30.68753,59.405495,40,,,,,0,51982,1723190692594281,1712552977876038,1712552977880156,1712552977880221,51982,1,14.202,14.159,0,normal,6,-0.48021910988610006,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,135009371.3141901,135009371.3141901,2.848133042854336,20835.77777777778,2,11627507741463,0,false,0.572271728515625,20240809_160452
8.2647,5.604427,8.938104,0.018021,0.897604,29.276394,59.436554,40,,,,,0,53144,1723190692607700,1712552977892298,1712552977895569,1712552977895684,53144,1,13.419,16.26,0,normal,6,-0.466698700256601,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,144614968.25615114,144614968.25615114,2.878254596279415,19673.77777777778,2,11627521650474,0,false,0.5403564453125,20240809_160452
8.6009,5.3042707,12.7320595,0.023073,1.6301559,26.373775,59.386536,40,,,,,0,53452,1723190692622097,1712552977904169,1712552977911944,1712552977912038,53452,1,14.397,11.871,0,normal,6,-0.46503869729188235,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,132582173.98041765,132582173.98041765,2.903247672456608,19365.77777777778,2,11627535573870,0,false,0.53189697265625,20240809_160452
8.533299,6.813438,7.8920193,0.71697897,0.817864,30.884075,59.441578,40,,,,,0,49338,1723190692635427,1712552977918179,1712552977919941,1712552977920025,49338,1,13.33,14.01,0,normal,6,-0.4153491030575204,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,138731592.16700935,138731592.16700935,2.927829805024782,23479.77777777778,2,11627549381488,0,false,0.6448913574218751,20240809_160452
8.1017,5.501823,7.8156495,0.029791,0.850313,31.162487,59.600662,40,,,,,0,53159,1723190692649258,1712552977931877,1712552977935538,1712552977935601,53159,1,13.831,13.698,0,normal,6,-0.3660505488884176,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,116100407.65349075,116100407.65349075,2.9488115275835276,19658.77777777778,2,11627563225583,0,false,0.5399444580078125,20240809_160452
8.8777,5.3964577,8.31451,0.022188,0.956302,29.723614,59.462574,40,,,,,0,61465,1723190692663420,1712552977944724,1712552977950868,1712552977950936,61465,1,14.162,12.847,0,normal,6,-0.39420534139883046,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,99186899.52109356,99186899.52109356,2.963977465973562,11352.777777777781,2,11627577146053,0,false,0.31181335449218756,20240809_160452
8.7359,5.8267193,8.090055,0.019531,0.91119796,29.767508,59.43761,40,,,,,0,60407,1723190692677508,1712552977960573,1712552977964320,1712552977964390,60407,1,14.088000000000001,15.849,0,normal,6,-0.43732645481920696,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,113816126.8533328,113816126.8533328,2.972157717867853,12410.777777777781,2,11627591103554,0,false,0.3408721923828126,20240809_160452
8.3667,5.710209,7.8899813,0.023021001,0.861822,30.285475,59.49631,40,,,,,0,61741,1723190692691078,1712552977973115,1712552977977800,1712552977977922,61741,1,13.57,12.542,0,normal,6,-0.5281733744321896,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,124871376.90732598,124871376.90732598,2.9715764776961584,11076.777777777781,2,11627604945649,0,false,0.30423278808593757,20240809_160452
8.3029995,5.543438,6.665908,0.97208303,1.302708,30.633545,59.52448,40,,,,,0,58826,1723190692704899,1712552977989575,1712552977990153,1712552977990238,58826,1,13.821,16.46,0,normal,6,-0.535572955190717,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,127506193.30146623,127506193.30146623,2.964999309805168,13991.777777777781,2,11627618804551,0,false,0.38429565429687507,20240809_160452
8.309,6.188646,9.780047,0.010834,0.849635,28.69214,59.393703,40,,,,,0,67594,1723190692718821,1712552978003250,1712552978006708,1712552978006839,67594,1,13.922,13.675,0,normal,6,-0.4964010044599032,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,147774129.3188003,147774129.3188003,2.9490050044114966,5223.777777777781,2,11627632702930,0,false,0.14347534179687507,20240809_160452
8.9087,5.1922917,13.014908,0.055104,0.789635,27.269398,59.424137,40,0,,,,0,70647,1723190692733305,1712552978022618,1712552978023070,1712552978023163,70647,1,14.484,19.368000000000002,0,normal,6,-0.3439210405160466,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,153826495.45792085,153826495.45792085,2.9201779524950195,2170.777777777781,2,11627646611294,0,false,0.059622192382812585,20240809_160452
8.9341,5.5584373,8.676367,0.016563,0.64234304,29.949081,59.41309,40,,,,,0,79260,1723190692747031,1712552978028897,1712552978034133,1712552978034192,79260,1,13.726,6.279,0,normal,6,-0.2843734726348715,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,123796801.43065357,123796801.43065357,2.8781555580965215,-6442.222222222219,1,11627660524112,0,false,-0.17694091796874992,20240809_160452
8.5041,5.880834,8.020877,0.018906,0.699583,29.551075,59.53108,40,,,,,0,82972,1723190692760973,1712552978045511,1712552978047997,1712552978048095,82972,1,13.942,16.614,0,normal,6,-0.2051035792347276,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,131187542.65789065,131187542.65789065,2.81973529671629,-10154.222222222219,1,11627674375321,0,false,-0.2788940429687499,20240809_160452
8.2188,5.929532,9.031785,0.018698,0.690572,30.6233,59.61299,40,,,,,0,86448,1723190692774530,1712552978056568,1712552978060759,1712552978060874,86448,1,13.557,11.057,0,normal,6,-0.2201455341382814,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,156771260.25001583,156771260.25001583,2.742171059463845,-13630.222222222219,1,11627688243930,0,false,-0.3743652343749999,20240809_160452
8.130099,6.311875,8.138458,0.025834,0.808854,28.770271,59.50579,40,,,,,0,87968,1723190692789031,1712552978071279,1712552978075962,1712552978076111,87968,1,14.501,14.711,0,normal,6,-0.1530924907081898,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,176452013.29286978,176452013.29286978,2.6435123299004424,-15150.222222222219,1,11627702001413,0,false,-0.4161132812499999,20240809_160452
8.401401,6.863385,11.973492,0.022761,0.70083296,24.785751,59.44252,40,,,,,0,89879,1723190692803038,1712552978091985,1712552978093438,1712552978093543,89879,1,14.007,20.706,0,normal,6,0.12338829153948033,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,187000721.0760237,187000721.0760237,2.522732466025089,-17061.22222222222,1,11627715707277,0,false,-0.4686004638671874,20240809_160452
8.2067995,6.3171883,13.114472,0.018176999,0.732031,27.795218,59.430687,40,,36.90251,40,57660,0,89017,1723190692816097,1712552978102565,1712552978104847,1712552978104941,89017,1,13.059000000000001,10.58,0,normal,6,0.40043427582626584,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,207074081.60674632,207074081.60674632,2.383447250568332,-16199.222222222219,1,11627729313673,0,false,-0.44492492675781237,20240809_160452
8.1882,6.40474,10.988902,0.019323,0.733177,26.098455,59.512,40,,,,,0,88969,1723190692830401,1712552978116964,1712552978120173,1712552978120436,88969,1,14.304,14.399000000000001,0,normal,6,0.6840339894876399,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,184363563.72281313,184363563.72281313,2.2211216174689716,-16151.222222222219,1,11627742897170,0,false,-0.4436065673828124,20240809_160452
9.2183,6.059636,16.691368,32.861717,0.55942804,32.661995,101.17574,40,,,,,0,137557,1723190692900405,1712552978182289,1712552978192532,1712552978192657,137557,1,70.004,65.325,0,normal,6,0.859525424028062,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,163237155.47356546,163237155.47356546,1.846143907195979,-64739.22222222222,1,11627811956531,0,false,-1.7781158447265624,20240809_160452
9.717,5.641719,12.682856,34.155262,0.747761,31.732813,101.26771,40,,,,,0,86203,1723190692914730,1712552978196345,1712552978206237,1712552978206413,86203,1,14.325000000000001,14.056000000000001,0,normal,6,0.8839247047675209,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,142210619.5537766,142210619.5537766,1.527465627423108,-13385.222222222219,1,11627825844448,0,false,-0.3676361083984374,20240809_160452
9.1428995,5.932552,14.134877,33.76859,0.77083397,31.0365,101.20165,40,,,,,0,76371,1723190692928539,1712552978211159,1712552978220959,1712552978221070,76371,1,13.809000000000001,14.814,0,normal,6,0.8305302203586387,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,118932973.82532585,118932973.82532585,1.2492302693864537,-3553.222222222219,1,11627840245701,0,false,-0.0975921630859374,20240809_160452
9.051101,5.493177,7.625445,27.779167,0.788958,30.427385,87.20734,40,,,,,0,70934,1723190692955881,1712552978238849,1712552978241888,1712552978241979,70934,1,27.342000000000002,27.69,0,normal,6,0.7791536172266209,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,137830800.05740967,137830800.05740967,0.9808240348356786,1883.777777777781,2,11627868746946,0,false,0.051739501953125086,20240809_160452
9.4883,6.059063,11.558687,9.2543745,0.672135,30.04277,73.27803,40,,,,,0,77722,1723190692984230,1712552978266148,1712552978274227,1712552978274328,77722,1,28.349,27.299,0,normal,6,0.6488302623219907,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,111252131.04764979,111252131.04764979,0.732060384763752,-4904.222222222219,1,11627896611967,0,false,-0.1346984863281249,20240809_160453
9.850201,5.7822924,13.71347,0.017708,0.74203104,24.239687,59.253487,40,,,,,0,89492,1723190693012221,1712552978294914,1712552978303326,1712552978303464,89492,1,27.991,28.766000000000002,0,normal,6,0.5046470148601854,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,91973557.84138122,91973557.84138122,0.5088546323741929,-16674.22222222222,1,11627924670606,0,false,-0.45797119140624987,20240809_160453
9.4189005,8.086667,12.168008,0.019270001,0.878177,24.088268,64.19509,40,,,,,0,83621,1723190693025965,1712552978308070,1712552978314893,1712552978315067,83621,1,13.744,13.156,0,normal,6,0.3523745016469736,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,105810743.17170464,105810743.17170464,0.3216812933243462,-10803.222222222219,1,11627934040007,0,false,-0.2967193603515624,20240809_160453
9.362201,5.666666,17.931799,0.019636,0.74130195,20.63407,59.52787,40,0,,,,0,108719,1723190693039910,1712552978328886,1712552978334795,1712552978334963,108719,1,13.945,20.816,0,normal,6,0.2881779822104825,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,120609667.9325248,120609667.9325248,0.15573014316871572,-35901.22222222222,1,11627952608551,0,false,-0.9860565185546873,20240809_160453
9.049,6.178333,26.698074,0.023334,1.012031,25.414434,73.39381,40,,,,,0,96107,1723190693053491,1712552978342450,1712552978356997,1712552978357173,96107,1,13.581,13.564,0,normal,6,0.3018991963259361,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,103110938.04715957,103110938.04715957,0.004519078811508723,-23289.22222222222,1,11627966529359,0,false,-0.6396575927734374,20240809_160453
9.2762,5.9863024,19.432068,2.620938,0.522604,32.607174,82.37249,40,,,,,0,74721,1723190693067321,1712552978361043,1712552978361821,1712552978361953,74721,1,13.83,18.593,0,normal,6,0.41711853811654764,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,103110938.04715957,103110938.04715957,-0.1336657108556855,-1903.222222222219,0,11627971347953,0,false,-0.052273559570312406,20240809_160453
9.7547,5.9759903,13.97505,4.407187,0.711667,32.525787,78.026886,40,,,,,0,85722,1723190693081835,1712552978364077,1712552978373813,1712552978373959,85722,1,14.514000000000001,3.0340000000000003,0,normal,6,0.46854652801681645,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,85981477.1564038,85981477.1564038,-0.2603185551997361,-12904.222222222219,0,11627989672169,0,false,-0.3544250488281249,20240809_160453
9.712999,6.687291,12.648575,8.671719,0.778333,32.086086,73.2878,40,,,,,0,85471,1723190693095594,1712552978377884,1712552978383152,1712552978383246,85471,1,13.759,13.807,0,normal,6,0.47147353385744467,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,98718911.89132321,98718911.89132321,-0.3768368142982356,-12653.222222222219,0,11628008336019,0,false,-0.3475311279296874,20240809_160453
9.4927,5.653177,11.612827,9.691041,0.904896,31.280409,73.536446,40,,,,,0,76782,1723190693109098,1712552978390873,1712552978397668,1712552978397827,76782,1,13.504,12.989,0,normal,6,0.5083569719811424,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,90500393.12398909,90500393.12398909,-0.4831339220925285,-3964.222222222219,0,11628022213517,0,false,-0.10888061523437491,20240809_160453
9.2551,6.040989,7.358509,13.852708,0.964115,30.603762,73.30428,40,,,,,0,75910,1723190693122641,1712552978404422,1712552978407696,1712552978407787,75910,1,13.543000000000001,13.549,0,normal,6,0.4743315659989492,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,94396645.98639098,94396645.98639098,-0.5806809057259373,-3092.222222222219,0,11628036236275,0,false,-0.0849304199218749,20240809_160453
9.0383005,6.7140102,16.460995,4.53,0.736719,30.302345,73.29417,40,,,,,0,75802,1723190693136493,1712552978423128,1712552978430638,1712552978430852,75802,1,13.852,18.706,0,normal,6,0.47991520852659086,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,88899010.99792467,88899010.99792467,-0.6706925020926057,-2984.222222222219,0,11628050192248,0,false,-0.08196411132812491,20240809_160453
8.6658,5.9187503,9.847475,11.508229,0.68625,29.935091,73.01769,40,,,,,0,77550,1723190693150353,1712552978432696,1712552978438852,1712552978438974,77550,1,13.86,9.568,0,normal,6,0.41707391719272946,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,98995609.6523246,98995609.6523246,-0.755614063637255,-4732.222222222219,0,11628064359905,0,false,-0.12997436523437492,20240809_160453
8.6205,6.0698957,13.263391,9.929009,0.79453105,29.561218,73.33814,40,,,,,0,81893,1723190693164500,1712552978447818,1712552978454472,1712552978454558,81893,1,14.147,15.122,0,normal,6,0.2922449130510587,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,95882379.52968645,95882379.52968645,-0.8378017826989747,-9075.222222222219,0,11628078040794,0,false,-0.2492584228515624,20240809_160453
8.9023,5.784636,12.736072,9.347604,0.829844,29.2888,73.413956,40,,,,,0,79885,1723190693178166,1712552978462171,1712552978469426,1712552978469553,79885,1,13.666,14.353,0,normal,6,0.2633573860545778,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,93517186.38299203,93517186.38299203,-0.9219414205582804,-7067.222222222219,0,11628091936415,0,false,-0.1941070556640624,20240809_160453
8.645599,6.592656,17.173697,8.21599,0.92692703,29.014795,73.450264,40,,,,,0,84253,1723190693192163,1712552978479016,1712552978483797,1712552978483941,84253,1,13.997,16.845,0,normal,6,0.34825554691999727,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,98747475.44201055,98747475.44201055,-1.0161704689991213,-11435.222222222219,0,11628105895270,0,false,-0.3140777587890624,20240809_160453
9.0582,6.215573,11.4382,13.704219,1.323125,28.66866,73.04157,40,,,,,0,78682,1723190693205927,1712552978487824,1712552978492579,1712552978492669,78682,1,13.764000000000001,8.808,0,normal,6,0.4946274226190649,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,114142620.29372315,114142620.29372315,-1.1303550890331049,-5864.222222222219,0,11628120107884,0,false,-0.1610656738281249,20240809_160453
8.9168,5.8253126,9.2419615,13.025208,0.841302,29.153671,73.22205,40,,,,,0,74424,1723190693219674,1712552978501570,1712552978507527,1712552978507623,74424,1,13.747,13.746,0,normal,6,0.479300533888219,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,102990002.8848438,102990002.8848438,-1.1742458103991154,-1606.222222222219,0,11628133769503,0,false,-0.04411621093749991,20240809_160453
8.958799,7.546718,9.755932,11.310938,0.786719,29.24818,73.4146,40,,,,,0,66873,1723190693233305,1712552978520083,1712552978521400,1712552978521465,66873,1,13.631,18.513,0,normal,6,0.4589161054905492,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,104433277.7823825,104433277.7823825,-1.221160904170889,5944.777777777781,1,11628147711586,0,false,0.1632781982421876,20240809_160453
9.773399,5.628593,7.372104,14.45625,0.856407,29.09088,73.47473,40,,,,,0,68652,1723190693248343,1712552978530136,1712552978534141,1712552978534215,68652,1,15.038,10.053,0,normal,6,0.33270353988978996,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,121778644.65218928,121778644.65218928,-1.269375901359493,4165.777777777781,1,11628161630250,0,false,0.11441650390625008,20240809_160453
9.416401,5.9396873,11.19873,11.594949,0.810052,29.10914,73.45456,40,,,,,0,69318,1723190693261488,1712552978545020,1712552978550548,1712552978550683,69318,1,13.145,14.884,0,normal,6,0.1399157751311878,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,113903362.32418124,113903362.32418124,-1.2899004904817086,3499.777777777781,1,11628175569688,0,false,0.09612426757812509,20240809_160453
9.1029,6.244427,11.0934,13.608698,0.86270803,29.07661,77.97744,40,,,,,0,66787,1723190693275353,1712552978557029,1712552978562157,1712552978562230,66787,1,13.865,12.009,0,normal,6,-0.18368143983687463,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,109547750.02047364,109547750.02047364,-1.2727228556602583,6030.777777777781,1,11628184935059,0,false,0.16564025878906258,20240809_160453
9.1861,5.477552,6.67417,15.719635,0.782812,29.093699,73.48297,40,,,,,0,72285,1723190693288953,1712552978571282,1712552978574759,1712552978574837,72285,1,13.6,14.253,0,normal,6,-0.5586882024931434,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,116062453.29777788,116062453.29777788,-1.2217377765676958,532.777777777781,1,11628203454440,0,false,0.014633178710937588,20240809_160453
9.066401,5.613489,6.9949923,16.656406,0.98041594,28.71834,73.37845,40,,,,,0,68321,1723190693303157,1712552978585506,1712552978587758,1712552978587833,68321,1,14.204,14.224,0,normal,6,-1.0195387030997187,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,123721007.56108639,123721007.56108639,-1.1563616097244436,4496.777777777781,1,11628217406296,0,false,0.12350769042968758,20240809_160453
9.177,5.556302,12.881108,12.480782,0.77484405,28.960924,73.35056,40,,41.760544,33,79091,0,60990,1723190693316728,1712552978598950,1712552978605809,1712552978605917,60990,1,13.571,13.444,0,normal,6,-1.332623673588366,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,100464456.62437047,100464456.62437047,-1.0820985288253127,11827.777777777781,1,11628231402937,0,false,0.32485961914062506,20240809_160453
9.3931,5.674792,7.687644,14.503958,0.832344,28.824045,73.44748,40,,,,,0,65484,1723190693331318,1712552978613654,1712552978617636,1712552978617745,65484,1,14.59,14.704,0,normal,6,-1.4847911370682074,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,118496519.08656722,118496519.08656722,-1.0011497868137014,7333.777777777781,1,11628245295473,0,false,0.20142822265625007,20240809_160453
9.3683,5.403229,6.6489706,16.50651,0.77567697,28.783892,73.41608,40,,,,,0,65015,1723190693344853,1712552978629374,1712552978629938,1712552978630000,65015,1,13.535,15.72,0,normal,6,-1.3405112116331415,43.2,increase,increase,0,0,0,0,inf,false,,0.4,0,118496519.08656722,118496519.08656722,-0.9135850742256233,7802.777777777781,1,11628259281795,0,false,0.21430969238281258,20240809_160453
